SKU,BaseCode,Name,BaseCurve,BridgeSize,EyeSize,TempleSize,VerticalSize,AsianFitIndicator,AutomaticPlusOption,AvailabilityAsMauiPlano,AvailabilityAsMauiReader,ImageUrl,FrameColor,LensColor,LensGradient,LensMaterial,ReaderPower,StockLevel,StockStatus
MR219-060,MM219,PUNCHBOWL,6,17,54,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/219/MM219-026_front.jpg,Black with Blue,HAWAII LAVA™,Full Mirror,Readers,2.5,999,inStock
MR219-064,MM219,PUNCHBOWL,6,17,54,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/219/MM219-028_front.jpg,Chocolate Fade,MAUIGreen®,Full Mirror,Readers,1.5,999,inStock
MR219-065,MM219,PUNCHBOWL,6,17,54,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/219/MM219-028_front.jpg,Chocolate Fade,MAUIGreen®,Full Mirror,Readers,2,999,inStock
MR219-066,MM219,PUNCHBOWL,6,17,54,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/219/MM219-028_front.jpg,Chocolate Fade,MAUIGreen®,Full Mirror,Readers,2.5,998,inStock
MR219-067,MM219,PUNCHBOWL,6,17,54,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/219/MM219-029_front.jpg,Black with Blue,MAUIGreen®,Full Mirror,Readers,1.5,999,inStock
MR219-068,MM219,PUNCHBOWL,6,17,54,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/219/MM219-029_front.jpg,Black with Blue,MAUIGreen®,Full Mirror,Readers,2,999,inStock
MR219-069,MM219,PUNCHBOWL,6,17,54,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/219/MM219-029_front.jpg,Black with Blue,MAUIGreen®,Full Mirror,Readers,2.5,998,inStock
MR219-070,MM219,PUNCHBOWL,6,17,54,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/219/MM219-030_front.jpg,Tortoise with Pink,MAUIGreen®,Full Mirror,Readers,1.5,999,inStock
MR219-071,MM219,PUNCHBOWL,6,17,54,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/219/MM219-030_front.jpg,Tortoise with Pink,MAUIGreen®,Full Mirror,Readers,2,999,inStock
MR219-072,MM219,PUNCHBOWL,6,17,54,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/219/MM219-030_front.jpg,Tortoise with Pink,MAUIGreen®,Full Mirror,Readers,2.5,999,inStock
MM249-006,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-006_front.jpg,Matte Black,Neutral Grey,Bi-Gradient,MauiBrilliant,0,279,inStock
MM249-007,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-007_front.jpg,Matte Black,HCL® Bronze,Bi-Gradient,MauiBrilliant,0,279,inStock
MM249-008,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-008_front.jpg,Matte Black,Maui HT™,Bi-Gradient,MauiBrilliant,0,279,inStock
MM249-009,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-009_front.jpg,Matte Black,Maui Rose®,Bi-Gradient,MauiBrilliant,0,279,inStock
MM249-010,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-010_front.jpg,Matte Black,HCL® Bronze,Bi-Gradient,SuperThin Glass,0,279,inStock
MM249-011,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-011_front.jpg,Matte Black,Blue Hawaii,Full Mirror,MauiBrilliant,0,279,inStock
MM249-014,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-014_front.jpg,Matte Black,MAUI Sunrise,Full Mirror,MauiBrilliant,0,279,inStock
MM249-016,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-016_front.jpg,Matte Black,HAWAII LAVA™,Full Mirror,MauiBrilliant,0,279,inStock
MM249-018,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-018_front.jpg,Matte Black,MAUIGreen®,Full Mirror,MauiBrilliant,0,279,inStock
MR249-013,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-010_front.jpg,Matte Black,HCL® Bronze,Bi-Gradient,Readers,1.5,92,inStock
MR249-014,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-010_front.jpg,Matte Black,HCL® Bronze,Bi-Gradient,Readers,2,78,inStock
MR249-015,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-010_front.jpg,Matte Black,HCL® Bronze,Bi-Gradient,Readers,2.5,95,inStock
MR249-016,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-008_front.jpg,Matte Black,Maui HT™,Bi-Gradient,Readers,1.5,98,inStock
MR249-017,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-008_front.jpg,Matte Black,Maui HT™,Bi-Gradient,Readers,2,92,inStock
MR249-018,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-008_front.jpg,Matte Black,Maui HT™,Bi-Gradient,Readers,2.5,96,inStock
MR249-019,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-006_front.jpg,Matte Black,Neutral Grey,Bi-Gradient,Readers,1.5,999,inStock
MR249-020,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-006_front.jpg,Matte Black,Neutral Grey,Bi-Gradient,Readers,2,999,inStock
MR249-021,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-006_front.jpg,Matte Black,Neutral Grey,Bi-Gradient,Readers,2.5,13,inStock
MR249-022,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-009_front.jpg,Matte Black,Maui Rose®,Bi-Gradient,Readers,1.5,98,inStock
MR249-023,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-009_front.jpg,Matte Black,Maui Rose®,Bi-Gradient,Readers,2,98,inStock
MR249-024,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-009_front.jpg,Matte Black,Maui Rose®,Bi-Gradient,Readers,2.5,98,inStock
MR249-028,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-011_front.jpg,Matte Black,Blue Hawaii,Full Mirror,Readers,1.5,0,outOfStock
MR249-029,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-011_front.jpg,Matte Black,Blue Hawaii,Full Mirror,Readers,2,0,outOfStock
MR249-030,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-011_front.jpg,Matte Black,Blue Hawaii,Full Mirror,Readers,2.5,0,outOfStock
MR249-034,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-014_front.jpg,Matte Black,MAUI Sunrise,Full Mirror,Readers,1.5,999,inStock
MR249-035,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-014_front.jpg,Matte Black,MAUI Sunrise,Full Mirror,Readers,2,998,inStock
MR249-036,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-014_front.jpg,Matte Black,MAUI Sunrise,Full Mirror,Readers,2.5,997,inStock
MR249-040,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-016_front.jpg,Matte Black,HAWAII LAVA™,Full Mirror,Readers,1.5,998,inStock
MR249-041,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-016_front.jpg,Matte Black,HAWAII LAVA™,Full Mirror,Readers,2,998,inStock
MR249-042,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-016_front.jpg,Matte Black,HAWAII LAVA™,Full Mirror,Readers,2.5,995,inStock
MR249-045,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-017_front.jpg,Matte Bronze,MAUIGreen®,Full Mirror,Readers,2.5,999,inStock
MR249-046,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-018_front.jpg,Matte Black,MAUIGreen®,Full Mirror,Readers,1.5,998,inStock
MR249-047,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-018_front.jpg,Matte Black,MAUIGreen®,Full Mirror,Readers,2,997,inStock
MR249-048,MM249,BLACK CORAL,8,15,65,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/249/MM249-018_front.jpg,Matte Black,MAUIGreen®,Full Mirror,Readers,2.5,999,inStock
MM245-007,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-007_front.jpg,Gold,Neutral Grey,Bi-Gradient,MauiBrilliant,0,344,inStock
MM245-008,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-008_front.jpg,Gold,HCL® Bronze,Bi-Gradient,MauiBrilliant,0,344,inStock
MM245-009,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-009_front.jpg,Gold,Maui HT™,Bi-Gradient,MauiBrilliant,0,344,inStock
MM245-010,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-010_front.jpg,Gold,Maui Rose®,Bi-Gradient,MauiBrilliant,0,344,inStock
MM245-011,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-011_front.jpg,Gold,Neutral Grey,MauiGradient®,MauiPure,0,344,inStock
MM245-013,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-013_front.jpg,Silver,Neutral Grey,Bi-Gradient,MauiBrilliant,0,344,inStock
MM245-014,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-014_front.jpg,Silver,HCL® Bronze,Bi-Gradient,MauiBrilliant,0,344,inStock
MM245-015,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-015_front.jpg,Silver,Maui HT™,Bi-Gradient,MauiBrilliant,0,344,inStock
MM245-016,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-016_front.jpg,Silver,Maui Rose®,Bi-Gradient,MauiBrilliant,0,344,inStock
MM245-017,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-017_front.jpg,Silver,HCL® Bronze,MauiGradient®,MauiPure,0,344,inStock
MM245-019,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-019_front.jpg,Gold,Blue Hawaii,Full Mirror,MauiPure,0,1456,inStock
MM245-020,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-020_front.jpg,Silver,MAUI Sunrise,Full Mirror,MauiPure,0,344,inStock
MM245-021,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-021_front.jpg,Gold,MAUI Sunrise,Full Mirror,MauiPure,0,344,inStock
MM245-023,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-023_front.jpg,Rose Gold,Blue Hawaii,Full Mirror,MauiPure,0,344,inStock
MM245-024,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-024_front.jpg,Rose Gold,Neutral Grey,MauiGradient®,MauiPure,0,344,inStock
MM245-025,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-025_front.jpg,Rose Gold,HCL® Bronze,MauiGradient®,MauiPure,0,344,inStock
MM245-027,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-027_front.jpg,Rose Gold,Maui Rose®,Bi-Gradient,MauiBrilliant,0,344,inStock
MM245-029,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-029_front.jpg,Rose Gold,Neutral Grey,Bi-Gradient,MauiBrilliant,0,789,inStock
MM245-031,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-031_front.jpg,Rose Gold,Maui HT™,Bi-Gradient,MauiBrilliant,0,789,inStock
MM245-033,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-033_front.jpg,Gold,HAWAII LAVA™,Full Mirror,MauiBrilliant,0,1456,inStock
MM245-034,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-034_front.jpg,Rose Gold,HAWAII LAVA™,Full Mirror,MauiBrilliant,0,789,inStock
MM245-035,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-035_front.jpg,Silver,HAWAII LAVA™,Full Mirror,MauiBrilliant,0,344,inStock
MM245-037,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-037_front.jpg,Gold,MAUIGreen®,Full Mirror,MauiBrilliant,0,1456,inStock
MM245-038,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-038_front.jpg,Rose Gold,MAUIGreen®,Full Mirror,MauiBrilliant,0,789,inStock
MM245-039,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-039_front.jpg,Silver,MAUIGreen®,Full Mirror,MauiBrilliant,0,344,inStock
MR245-001,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-013_front.jpg,Silver,Neutral Grey,Bi-Gradient,Readers,1.5,999,inStock
MR245-002,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-014_front.jpg,Silver,HCL® Bronze,Bi-Gradient,Readers,1.5,93,inStock
MR245-003,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-016_front.jpg,Silver,Maui Rose®,Bi-Gradient,Readers,1.5,81,inStock
MR245-004,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-015_front.jpg,Silver,Maui HT™,Bi-Gradient,Readers,1.5,86,inStock
MR245-005,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-013_front.jpg,Silver,Neutral Grey,Bi-Gradient,Readers,2,999,inStock
MR245-006,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-014_front.jpg,Silver,HCL® Bronze,Bi-Gradient,Readers,2,89,inStock
MR245-007,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-016_front.jpg,Silver,Maui Rose®,Bi-Gradient,Readers,2,93,inStock
MR245-008,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-015_front.jpg,Silver,Maui HT™,Bi-Gradient,Readers,2,97,inStock
MR245-009,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-013_front.jpg,Silver,Neutral Grey,Bi-Gradient,Readers,2.5,999,inStock
MR245-010,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-014_front.jpg,Silver,HCL® Bronze,Bi-Gradient,Readers,2.5,94,inStock
MR245-011,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-016_front.jpg,Silver,Maui Rose®,Bi-Gradient,Readers,2.5,96,inStock
MR245-012,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-015_front.jpg,Silver,Maui HT™,Bi-Gradient,Readers,2.5,88,inStock
MR245-013,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-007_front.jpg,Gold,Neutral Grey,Bi-Gradient,Readers,1.5,94,inStock
MR245-015,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-010_front.jpg,Gold,Maui Rose®,Bi-Gradient,Readers,1.5,72,inStock
MR245-016,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-009_front.jpg,Gold,Maui HT™,Bi-Gradient,Readers,1.5,95,inStock
MR245-017,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-007_front.jpg,Gold,Neutral Grey,Bi-Gradient,Readers,2,88,inStock
MR245-019,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-010_front.jpg,Gold,Maui Rose®,Bi-Gradient,Readers,2,77,inStock
MR245-020,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-009_front.jpg,Gold,Maui HT™,Bi-Gradient,Readers,2,96,inStock
MR245-021,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-007_front.jpg,Gold,Neutral Grey,Bi-Gradient,Readers,2.5,89,inStock
MR245-023,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-010_front.jpg,Gold,Maui Rose®,Bi-Gradient,Readers,2.5,89,inStock
MR245-024,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-009_front.jpg,Gold,Maui HT™,Bi-Gradient,Readers,2.5,98,inStock
MR245-025,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-024_front.jpg,Rose Gold,Neutral Grey,Bi-Gradient,Readers,1.5,86,inStock
MR245-026,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-024_front.jpg,Rose Gold,HCL® Bronze,Bi-Gradient,Readers,1.5,88,inStock
MR245-027,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-027_front.jpg,Rose Gold,Maui Rose®,Bi-Gradient,Readers,1.5,64,inStock
MR245-028,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-024_front.jpg,Rose Gold,Maui HT™,Bi-Gradient,Readers,1.5,97,inStock
MR245-029,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-025_front.jpg,Rose Gold,Neutral Grey,Bi-Gradient,Readers,2,91,inStock
MR245-030,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-025_front.jpg,Rose Gold,HCL® Bronze,Bi-Gradient,Readers,2,79,inStock
MR245-031,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-027_front.jpg,Rose Gold,Maui Rose®,Bi-Gradient,Readers,2,65,inStock
MR245-032,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-025_front.jpg,Rose Gold,Maui HT™,Bi-Gradient,Readers,2,96,inStock
MR245-033,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-026_front.jpg,Rose Gold,Neutral Grey,Bi-Gradient,Readers,2.5,91,inStock
MR245-034,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-026_front.jpg,Rose Gold,HCL® Bronze,Bi-Gradient,Readers,2.5,89,inStock
MR245-035,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-027_front.jpg,Rose Gold,Maui Rose®,Bi-Gradient,Readers,2.5,60,inStock
MR245-036,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-026_front.jpg,Rose Gold,Maui HT™,Bi-Gradient,Readers,2.5,98,inStock
MR245-049,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/B245-17_front.jpg,Silver,Blue Hawaii,Full Mirror,Readers,1.5,868,inStock
MR245-050,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/B245-17_front.jpg,Silver,Blue Hawaii,Full Mirror,Readers,2,862,inStock
MR245-051,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/B245-17_front.jpg,Silver,Blue Hawaii,Full Mirror,Readers,2.5,882,inStock
MR245-052,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-019_front.jpg,Gold,Blue Hawaii,Full Mirror,Readers,1.5,987,inStock
MR245-053,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-019_front.jpg,Gold,Blue Hawaii,Full Mirror,Readers,2,984,inStock
MR245-054,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-019_front.jpg,Gold,Blue Hawaii,Full Mirror,Readers,2.5,990,inStock
MR245-055,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-023_front.jpg,Rose Gold,Blue Hawaii,Full Mirror,Readers,1.5,995,inStock
MR245-056,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-023_front.jpg,Rose Gold,Blue Hawaii,Full Mirror,Readers,2,996,inStock
MR245-057,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-023_front.jpg,Rose Gold,Blue Hawaii,Full Mirror,Readers,2.5,995,inStock
MR245-064,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-021_front.jpg,Gold,MAUI Sunrise,Full Mirror,Readers,1.5,984,inStock
MR245-065,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-021_front.jpg,Gold,MAUI Sunrise,Full Mirror,Readers,2,982,inStock
MR245-066,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-021_front.jpg,Gold,MAUI Sunrise,Full Mirror,Readers,2.5,987,inStock
MR245-070,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-020_front.jpg,Silver,MAUI Sunrise,Full Mirror,Readers,1.5,981,inStock
MR245-071,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-020_front.jpg,Silver,MAUI Sunrise,Full Mirror,Readers,2,980,inStock
MR245-072,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-020_front.jpg,Silver,MAUI Sunrise,Full Mirror,Readers,2.5,990,inStock
MR245-076,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-033_front.jpg,Gold,HAWAII LAVA™,Full Mirror,Readers,1.5,991,inStock
MR245-077,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-033_front.jpg,Gold,HAWAII LAVA™,Full Mirror,Readers,2,993,inStock
MR245-078,MM245,BABY BEACH,6,15,57,0,0,FALSE,FALSE,FALSE,FALSE,https://images.mauijim.com/mymaui/245/MM245-033_front.jpg,Gold,HAWAII LAVA™,Full Mirror,Readers,2.5,993,inStock
